Payment_ID,Transaction_ID,Fine_Amount,Payment_Amount,Payment_Status,Payment_Date,Due_Date,Payment_Method,Created_At
PAY212124,T112124,0,0.0,No Fine,,,,2025-12-24 09:44:08
PAY212125,T112125,0,0.0,No Fine,,,,2026-01-22 06:18:10
PAY212126,T112126,0,0.0,No Fine,,,,2026-01-06 11:02:43
PAY212127,T112127,0,0.0,No Fine,,,,2025-12-29 02:49:57
PAY212128,T112128,0,0.0,No Fine,,,,2026-02-27 06:20:19
PAY212129,T112129,85,85.0,Paid,2026-02-08 01:31:21,2026-02-14 09:31:21,Online,2026-02-08 01:31:21
PAY212130,T112130,0,0.0,No Fine,,,,2025-12-04 15:11:43
PAY212131,T112131,0,0.0,No Fine,,,,2026-02-02 09:44:22
PAY212132,T112132,0,0.0,No Fine,,,,2025-12-12 16:31:28
PAY212133,T112133,60,60.0,Paid,2025-11-23 18:29:35,2025-12-18 03:29:35,Online,2025-11-23 18:29:35
PAY212134,T112134,0,0.0,No Fine,,,,2026-02-07 17:45:30
PAY212135,T112135,0,0.0,No Fine,,,,2026-01-30 19:31:00
PAY212136,T112136,0,0.0,No Fine,,,,2025-12-04 22:37:55
PAY212137,T112137,40,0.0,Unpaid,,2025-12-19 16:20:30,,2025-11-19 16:22:30
PAY212138,T112138,0,0.0,No Fine,,,,2025-12-02 20:15:01
PAY212139,T112139,0,0.0,No Fine,,,,2025-12-10 03:59:21
PAY212140,T112140,0,0.0,No Fine,,,,2025-12-08 06:43:16
PAY212141,T112141,0,0.0,No Fine,,,,2026-02-05 11:00:35
PAY212142,T112142,0,0.0,No Fine,,,,2025-11-05 16:37:12
PAY212143,T112143,55,55.0,Paid,2026-02-23 05:25:53,2026-02-27 12:25:53,Online,2026-02-23 05:25:53
PAY212144,T112144,0,0.0,No Fine,,,,2025-12-30 14:33:22
PAY212145,T112145,65,0.0,Unpaid,,2026-01-19 12:04:21,,2025-12-20 12:06:21
PAY212146,T112146,0,0.0,No Fine,,,,2026-01-24 05:52:13
PAY212147,T112147,0,0.0,No Fine,,,,2026-01-21 03:46:57
PAY212148,T112148,0,0.0,No Fine,,,,2025-12-05 17:14:08
PAY212149,T112149,0,0.0,No Fine,,,,2026-01-13 08:31:48
PAY212150,T112150,0,0.0,No Fine,,,,2026-02-19 05:53:09
PAY212151,T112151,0,0.0,No Fine,,,,2026-01-08 19:00:36
PAY212152,T112152,55,24.36,Partial,2025-12-13 02:17:58,2025-12-24 04:17:58,Cash,2025-12-13 02:17:58
PAY212153,T112153,0,0.0,No Fine,,,,2026-01-08 08:12:35
PAY212154,T112154,0,0.0,No Fine,,,,2025-12-24 06:53:12
PAY212155,T112155,0,0.0,No Fine,,,,2026-01-11 02:43:53
PAY212156,T112156,0,0.0,No Fine,,,,2026-02-12 16:48:08
PAY212157,T112157,0,0.0,No Fine,,,,2025-11-16 23:43:45
PAY212158,T112158,70,70.0,Paid,2026-01-02 01:50:51,2026-01-16 16:50:51,Cash,2026-01-02 01:50:51
PAY212159,T112159,0,0.0,No Fine,,,,2026-01-27 21:23:00
PAY212160,T112160,0,0.0,No Fine,,,,2025-12-11 15:29:05
PAY212161,T112161,0,0.0,No Fine,,,,2025-12-21 00:26:54
PAY212162,T112162,0,0.0,No Fine,,,,2025-12-20 08:19:08
PAY212163,T112163,65,65.0,Paid,2026-03-03 18:26:09,2026-03-19 12:26:09,Card,2026-03-03 18:26:09
PAY212164,T112164,0,0.0,No Fine,,,,2026-01-06 19:12:38
PAY212165,T112165,0,0.0,No Fine,,,,2026-01-22 00:15:53
PAY212166,T112166,0,0.0,No Fine,,,,2025-12-13 07:04:40
PAY212167,T112167,0,0.0,No Fine,,,,2026-02-16 00:10:38
PAY212168,T112168,0,0.0,No Fine,,,,2026-01-10 07:33:00
PAY212169,T112169,0,0.0,No Fine,,,,2026-01-17 02:09:47
PAY212170,T112170,0,0.0,No Fine,,,,2025-12-02 15:17:30
PAY212171,T112171,45,45.0,Paid,2025-12-17 09:55:41,2025-12-25 01:55:41,Card,2025-12-17 09:55:41
PAY212172,T112172,0,0.0,No Fine,,,,2026-01-11 12:29:48
PAY212173,T112173,0,0.0,No Fine,,,,2025-11-06 08:04:12
PAY212174,T112174,0,0.0,No Fine,,,,2026-01-05 18:09:06
PAY212175,T112175,0,0.0,No Fine,,,,2026-01-31 23:47:52
PAY212176,T112176,0,0.0,No Fine,,,,2025-12-18 13:02:11
PAY212177,T112177,0,0.0,No Fine,,,,2025-12-11 14:49:18
PAY212178,T112178,0,0.0,No Fine,,,,2026-02-12 15:14:55
PAY212179,T112179,50,0.0,Unpaid,,2025-12-06 06:11:39,,2025-11-06 06:13:39
PAY212180,T112180,0,0.0,No Fine,,,,2026-02-02 16:09:48
PAY212181,T112181,0,0.0,No Fine,,,,2025-11-23 06:04:16
PAY212182,T112182,0,0.0,No Fine,,,,2026-01-12 01:15:34
PAY212183,T112183,0,0.0,No Fine,,,,2026-01-12 13:04:18
PAY212184,T112184,0,0.0,No Fine,,,,2026-02-15 21:01:25
PAY212185,T112185,0,0.0,No Fine,,,,2025-12-18 03:47:07
PAY212186,T112186,0,0.0,No Fine,,,,2026-01-24 15:35:49
PAY212187,T112187,0,0.0,No Fine,,,,2026-01-28 08:09:38
PAY212188,T112188,0,0.0,No Fine,,,,2026-02-03 14:17:57
PAY212189,T112189,0,0.0,No Fine,,,,2026-02-16 15:05:22
PAY212190,T112190,40,0.0,Unpaid,,2026-01-24 16:17:51,,2025-12-25 16:19:51
PAY212191,T112191,0,0.0,No Fine,,,,2025-12-19 23:03:24
PAY212192,T112192,0,0.0,No Fine,,,,2025-12-15 10:21:04
PAY212193,T112193,0,0.0,No Fine,,,,2025-11-18 06:00:42
PAY212194,T112194,0,0.0,No Fine,,,,2026-01-12 09:55:36
PAY212195,T112195,0,0.0,No Fine,,,,2026-02-21 10:36:12
PAY212196,T112196,70,0.0,Unpaid,,2026-03-20 23:40:26,,2026-02-18 23:42:26
PAY212197,T112197,0,0.0,No Fine,,,,2026-01-05 07:54:08
PAY212198,T112198,0,0.0,No Fine,,,,2026-02-17 20:11:53
PAY212199,T112199,75,75.0,Paid,2026-03-22 00:03:31,2026-03-28 17:03:31,Card,2026-03-22 00:03:31
PAY212200,T112200,0,0.0,No Fine,,,,2026-01-06 14:31:42
PAY212201,T112201,0,0.0,No Fine,,,,2026-01-30 05:05:07
PAY212202,T112202,40,40.0,Paid,2025-12-24 11:31:51,2026-01-22 11:31:51,Online,2025-12-24 11:31:51
PAY212203,T112203,0,0.0,No Fine,,,,2026-02-10 05:37:11
PAY212204,T112204,0,0.0,No Fine,,,,2025-11-11 14:50:43
PAY212205,T112205,0,0.0,No Fine,,,,2025-11-24 22:19:23
PAY212206,T112206,0,0.0,No Fine,,,,2025-11-04 03:10:43
PAY212207,T112207,0,0.0,No Fine,,,,2025-12-08 04:24:34
PAY212208,T112208,0,0.0,No Fine,,,,2026-01-20 23:49:38
PAY212209,T112209,45,45.0,Paid,2025-12-17 01:51:56,2026-01-03 03:51:56,Online,2025-12-17 01:51:56
PAY212210,T112210,0,0.0,No Fine,,,,2025-11-20 07:25:12
PAY212211,T112211,0,0.0,No Fine,,,,2025-11-07 02:17:57
PAY212212,T112212,60,60.0,Paid,2025-12-13 19:52:47,2026-01-06 18:52:47,Cash,2025-12-13 19:52:47
PAY212213,T112213,0,0.0,No Fine,,,,2026-01-19 19:18:10
PAY212214,T112214,0,0.0,No Fine,,,,2026-01-04 05:25:47
PAY212215,T112215,0,0.0,No Fine,,,,2025-11-06 02:14:40
PAY212216,T112216,0,0.0,No Fine,,,,2026-01-29 04:40:50
PAY212217,T112217,0,0.0,No Fine,,,,2025-11-08 13:07:57
PAY212218,T112218,0,0.0,No Fine,,,,2026-01-09 09:01:44
PAY212219,T112219,0,0.0,No Fine,,,,2026-02-07 07:09:29
PAY212220,T112220,55,0.0,Unpaid,,2026-01-14 06:01:22,,2025-12-15 06:03:22
PAY212221,T112221,0,0.0,No Fine,,,,2026-01-07 17:17:00
PAY212222,T112222,0,0.0,No Fine,,,,2026-01-30 19:46:19
PAY212223,T112223,0,0.0,No Fine,,,,2026-01-19 23:36:58
PAY212224,T112224,0,0.0,No Fine,,,,2025-12-30 19:17:32
PAY212225,T112225,55,55.0,Paid,2026-03-18 19:38:46,2026-03-22 17:38:46,Card,2026-03-18 19:38:46
PAY212226,T112226,0,0.0,No Fine,,,,2025-12-09 18:36:57
PAY212227,T112227,0,0.0,No Fine,,,,2025-11-14 20:04:31
PAY212228,T112228,60,60.0,Paid,2025-12-08 02:59:41,2025-12-19 22:59:41,Cash,2025-12-08 02:59:41
PAY212229,T112229,0,0.0,No Fine,,,,2025-11-10 16:11:36
PAY212230,T112230,0,0.0,No Fine,,,,2025-12-21 08:40:07
PAY212231,T112231,0,0.0,No Fine,,,,2025-11-27 21:47:43
PAY212232,T112232,0,0.0,No Fine,,,,2025-11-22 04:33:16
PAY212233,T112233,0,0.0,No Fine,,,,2025-12-30 20:12:10
PAY212234,T112234,0,0.0,No Fine,,,,2026-01-03 11:42:08
PAY212235,T112235,0,0.0,No Fine,,,,2026-01-27 05:20:26
PAY212236,T112236,0,0.0,No Fine,,,,2025-12-06 01:14:18
PAY212237,T112237,0,0.0,No Fine,,,,2026-02-09 23:48:21
PAY212238,T112238,0,0.0,No Fine,,,,2025-12-30 21:20:34
PAY212239,T112239,0,0.0,No Fine,,,,2025-12-30 09:23:28
PAY212240,T112240,0,0.0,No Fine,,,,2026-02-21 06:10:26
PAY212241,T112241,0,0.0,No Fine,,,,2026-02-27 14:04:11
PAY212242,T112242,0,0.0,No Fine,,,,2025-12-11 15:27:31
PAY212243,T112243,0,0.0,No Fine,,,,2026-02-28 12:11:34
PAY212244,T112244,0,0.0,No Fine,,,,2026-01-29 01:39:08
PAY212245,T112245,0,0.0,No Fine,,,,2025-11-22 18:06:43
PAY212246,T112246,45,22.58,Partial,2025-12-27 06:50:39,2025-12-28 13:50:39,Cash,2025-12-27 06:50:39
PAY212247,T112247,0,0.0,No Fine,,,,2026-01-24 03:50:31
PAY212248,T112248,0,0.0,No Fine,,,,2026-01-30 06:40:10
PAY212249,T112249,0,0.0,No Fine,,,,2026-02-14 03:21:35
PAY212250,T112250,0,0.0,No Fine,,,,2026-02-09 08:20:20
PAY212251,T112251,0,0.0,No Fine,,,,2025-11-17 18:21:58
PAY212252,T112252,0,0.0,No Fine,,,,2026-01-13 11:22:44
PAY212253,T112253,85,85.0,Paid,2026-01-13 23:22:34,2026-02-10 19:22:34,Online,2026-01-13 23:22:34
PAY212254,T112254,0,0.0,No Fine,,,,2025-12-04 21:16:11
PAY212255,T112255,0,0.0,No Fine,,,,2025-12-30 14:18:56
PAY212256,T112256,0,0.0,No Fine,,,,2026-01-26 04:10:01
PAY212257,T112257,0,0.0,No Fine,,,,2025-12-08 13:32:15
PAY212258,T112258,0,0.0,No Fine,,,,2026-01-12 16:10:07
PAY212259,T112259,40,40.0,Paid,2026-02-10 11:15:11,2026-03-12 04:15:11,Card,2026-02-10 11:15:11
PAY212260,T112260,0,0.0,No Fine,,,,2025-12-08 20:02:24
PAY212261,T112261,0,0.0,No Fine,,,,2025-12-17 13:42:10
PAY212262,T112262,0,0.0,No Fine,,,,2025-11-26 08:00:17
PAY212263,T112263,0,0.0,No Fine,,,,2026-01-30 02:45:04
PAY212264,T112264,0,0.0,No Fine,,,,2025-12-24 02:25:29
PAY212265,T112265,0,0.0,No Fine,,,,2025-12-29 09:09:52
PAY212266,T112266,0,0.0,No Fine,,,,2026-02-10 18:41:05
PAY212267,T112267,0,0.0,No Fine,,,,2026-01-29 23:22:27
PAY212268,T112268,0,0.0,No Fine,,,,2026-02-01 07:55:53
PAY212269,T112269,85,85.0,Paid,2025-11-26 03:54:46,2025-12-23 01:54:46,Online,2025-11-26 03:54:46
PAY212270,T112270,0,0.0,No Fine,,,,2025-11-10 23:22:59
PAY212271,T112271,0,0.0,No Fine,,,,2025-11-30 09:18:17
PAY212272,T112272,0,0.0,No Fine,,,,2025-12-01 01:59:52
PAY212273,T112273,0,0.0,No Fine,,,,2026-02-07 07:23:57
PAY212274,T112274,0,0.0,No Fine,,,,2025-11-17 02:45:38
PAY212275,T112275,0,0.0,No Fine,,,,2026-02-07 06:39:28
PAY212276,T112276,75,75.0,Paid,2025-12-13 10:08:58,2026-01-09 21:08:58,Online,2025-12-13 10:08:58
PAY212277,T112277,0,0.0,No Fine,,,,2025-12-29 03:00:20
PAY212278,T112278,0,0.0,No Fine,,,,2025-12-06 07:20:56
PAY212279,T112279,0,0.0,No Fine,,,,2025-11-24 18:01:25
PAY212280,T112280,65,65.0,Paid,2026-01-01 09:28:58,2026-01-15 11:28:58,Cash,2026-01-01 09:28:58
PAY212281,T112281,0,0.0,No Fine,,,,2025-12-09 11:28:00
PAY212282,T112282,0,0.0,No Fine,,,,2025-12-17 16:25:42
PAY212283,T112283,0,0.0,No Fine,,,,2026-02-04 10:38:30
PAY212284,T112284,0,0.0,No Fine,,,,2026-01-01 10:12:25
PAY212285,T112285,0,0.0,No Fine,,,,2025-11-21 12:09:58
PAY212286,T112286,0,0.0,No Fine,,,,2026-02-15 10:26:06
PAY212287,T112287,0,0.0,No Fine,,,,2026-01-25 02:04:42
PAY212288,T112288,0,0.0,No Fine,,,,2026-02-22 02:24:58
PAY212289,T112289,0,0.0,No Fine,,,,2025-12-17 12:07:53
PAY212290,T112290,0,0.0,No Fine,,,,2025-12-03 10:42:07
PAY212291,T112291,0,0.0,No Fine,,,,2025-12-13 13:07:19
PAY212292,T112292,0,0.0,No Fine,,,,2025-11-03 16:32:32
PAY212293,T112293,0,0.0,No Fine,,,,2026-02-02 14:46:23
PAY212294,T112294,0,0.0,No Fine,,,,2025-11-26 03:39:55
PAY212295,T112295,65,65.0,Paid,2025-11-20 20:47:29,2025-12-07 10:47:29,Online,2025-11-20 20:47:29
PAY212296,T112296,0,0.0,No Fine,,,,2025-12-02 02:00:14
PAY212297,T112297,0,0.0,No Fine,,,,2025-11-20 07:16:43
PAY212298,T112298,40,26.26,Partial,2026-03-04 18:01:00,2026-03-12 18:01:00,Card,2026-03-04 18:01:00
PAY212299,T112299,60,60.0,Paid,2025-12-10 21:29:26,2025-12-14 20:29:26,Cash,2025-12-10 21:29:26
PAY212300,T112300,0,0.0,No Fine,,,,2025-11-01 16:52:14
PAY212301,T112301,0,0.0,No Fine,,,,2026-01-26 05:26:47
PAY212302,T112302,55,55.0,Paid,2025-11-28 07:17:08,2025-12-24 18:17:08,Card,2025-11-28 07:17:08
PAY212303,T112303,0,0.0,No Fine,,,,2026-02-08 15:11:03
PAY212304,T112304,0,0.0,No Fine,,,,2026-02-22 12:43:50
PAY212305,T112305,0,0.0,No Fine,,,,2026-02-07 11:12:51
PAY212306,T112306,0,0.0,No Fine,,,,2025-12-20 04:26:10
PAY212307,T112307,0,0.0,No Fine,,,,2025-12-02 05:12:13
PAY212308,T112308,0,0.0,No Fine,,,,2025-12-26 12:08:43
PAY212309,T112309,0,0.0,No Fine,,,,2026-01-29 12:28:19
PAY212310,T112310,45,45.0,Paid,2025-12-10 13:22:46,2026-01-07 21:22:46,Online,2025-12-10 13:22:46
PAY212311,T112311,0,0.0,No Fine,,,,2025-11-18 19:48:37
PAY212312,T112312,0,0.0,No Fine,,,,2026-02-16 12:02:05
PAY212313,T112313,75,54.37,Partial,2025-12-30 22:03:39,2025-12-30 09:03:39,Cash,2025-12-30 22:03:39
PAY212314,T112314,0,0.0,No Fine,,,,2025-11-24 03:00:42
PAY212315,T112315,75,75.0,Paid,2025-12-02 10:49:20,2025-12-28 06:49:20,Online,2025-12-02 10:49:20
PAY212316,T112316,55,55.0,Paid,2025-12-06 04:42:28,2025-12-23 10:42:28,Cash,2025-12-06 04:42:28
PAY212317,T112317,0,0.0,No Fine,,,,2025-12-31 06:48:09
PAY212318,T112318,0,0.0,No Fine,,,,2025-12-01 14:36:51
PAY212319,T112319,0,0.0,No Fine,,,,2026-02-01 06:44:47
PAY212320,T112320,85,85.0,Paid,2026-02-20 09:41:13,2026-03-10 17:41:13,Cash,2026-02-20 09:41:13
PAY212321,T112321,65,65.0,Paid,2026-03-05 22:01:44,2026-03-19 09:01:44,Card,2026-03-05 22:01:44
PAY212322,T112322,0,0.0,No Fine,,,,2025-11-16 06:18:29
PAY212323,T112323,0,0.0,No Fine,,,,2026-02-02 11:30:06
PAY212324,T112324,0,0.0,No Fine,,,,2025-12-13 08:03:02
PAY212325,T112325,60,60.0,Paid,2025-11-29 22:23:02,2025-12-28 04:23:02,Online,2025-11-29 22:23:02
PAY212326,T112326,0,0.0,No Fine,,,,2026-01-25 11:37:29
PAY212327,T112327,0,0.0,No Fine,,,,2025-12-18 15:15:34
PAY212328,T112328,75,75.0,Paid,2026-01-16 04:13:51,2026-01-31 04:13:51,Online,2026-01-16 04:13:51
PAY212329,T112329,0,0.0,No Fine,,,,2026-02-12 17:28:00
PAY212330,T112330,65,65.0,Paid,2026-02-09 07:01:20,2026-02-20 12:01:20,Card,2026-02-09 07:01:20
PAY212331,T112331,0,0.0,No Fine,,,,2025-11-22 03:07:00
PAY212332,T112332,50,27.68,Partial,2026-03-05 22:40:37,2026-03-18 09:40:37,Online,2026-03-05 22:40:37
PAY212333,T112333,0,0.0,No Fine,,,,2025-11-17 04:43:11
PAY212334,T112334,0,0.0,No Fine,,,,2026-02-25 21:09:21
PAY212335,T112335,0,0.0,No Fine,,,,2026-01-14 16:05:11
PAY212336,T112336,40,40.0,Paid,2026-02-06 05:48:53,2026-02-13 20:48:53,Card,2026-02-06 05:48:53
PAY212337,T112337,0,0.0,No Fine,,,,2026-01-26 01:13:43
PAY212338,T112338,0,0.0,No Fine,,,,2026-02-26 20:25:39
PAY212339,T112339,0,0.0,No Fine,,,,2026-02-27 20:02:00
PAY212340,T112340,0,0.0,No Fine,,,,2026-02-07 12:10:58
PAY212341,T112341,0,0.0,No Fine,,,,2025-11-04 16:21:47
PAY212342,T112342,60,26.98,Partial,2026-01-03 00:31:13,2026-01-03 10:31:13,Online,2026-01-03 00:31:13
PAY212343,T112343,0,0.0,No Fine,,,,2026-02-26 11:08:01
PAY212344,T112344,0,0.0,No Fine,,,,2025-12-29 04:46:18
PAY212345,T112345,0,0.0,No Fine,,,,2025-12-15 15:17:37
PAY212346,T112346,0,0.0,No Fine,,,,2025-12-01 15:43:35
PAY212347,T112347,0,0.0,No Fine,,,,2026-02-09 00:29:35
PAY212348,T112348,40,0.0,Unpaid,,2026-01-14 08:12:03,,2025-12-15 08:14:03
PAY212349,T112349,55,55.0,Paid,2026-01-29 18:18:01,2026-02-02 00:18:01,Online,2026-01-29 18:18:01
PAY212350,T112350,55,55.0,Paid,2025-11-21 15:42:53,2025-12-11 08:42:53,Cash,2025-11-21 15:42:53
PAY212351,T112351,0,0.0,No Fine,,,,2026-01-19 15:02:08
PAY212352,T112352,0,0.0,No Fine,,,,2025-12-16 01:30:43
PAY212353,T112353,0,0.0,No Fine,,,,2026-01-10 23:12:36
PAY212354,T112354,75,75.0,Paid,2025-11-14 14:42:14,2025-12-11 15:42:14,Online,2025-11-14 14:42:14
PAY212355,T112355,0,0.0,No Fine,,,,2025-12-06 09:52:00
PAY212356,T112356,65,65.0,Paid,2026-01-16 23:53:56,2026-02-14 04:53:56,Online,2026-01-16 23:53:56
PAY212357,T112357,65,65.0,Paid,2026-01-10 08:58:52,2026-01-25 23:58:52,Online,2026-01-10 08:58:52
PAY212358,T112358,40,40.0,Paid,2026-01-08 20:15:50,2026-02-04 13:15:50,Card,2026-01-08 20:15:50
PAY212359,T112359,65,65.0,Paid,2026-02-01 17:06:57,2026-02-26 04:06:57,Card,2026-02-01 17:06:57
PAY212360,T112360,60,60.0,Paid,2026-03-19 07:03:51,2026-03-26 12:03:51,Card,2026-03-19 07:03:51
PAY212361,T112361,45,45.0,Paid,2026-01-18 08:43:09,2026-01-26 00:43:09,Cash,2026-01-18 08:43:09
PAY212362,T112362,0,0.0,No Fine,,,,2026-02-17 02:05:47
PAY212363,T112363,0,0.0,No Fine,,,,2026-02-11 22:36:16
PAY212364,T112364,0,0.0,No Fine,,,,2025-12-08 18:46:50
PAY212365,T112365,0,0.0,No Fine,,,,2025-12-04 21:33:50
PAY212366,T112366,0,0.0,No Fine,,,,2026-01-11 03:40:59
PAY212367,T112367,0,0.0,No Fine,,,,2025-11-08 22:27:49
PAY212368,T112368,0,0.0,No Fine,,,,2026-01-01 20:04:59
PAY212369,T112369,0,0.0,No Fine,,,,2025-12-04 05:52:40
PAY212370,T112370,0,0.0,No Fine,,,,2025-11-08 14:16:57
PAY212371,T112371,40,40.0,Paid,2026-03-05 01:05:33,2026-03-11 21:05:33,Card,2026-03-05 01:05:33
PAY212372,T112372,0,0.0,No Fine,,,,2025-12-16 14:28:36
PAY212373,T112373,0,0.0,No Fine,,,,2026-02-09 22:59:08
PAY212374,T112374,55,55.0,Paid,2026-01-26 07:34:23,2026-02-10 19:34:23,Cash,2026-01-26 07:34:23
PAY212375,T112375,0,0.0,No Fine,,,,2025-12-02 09:58:50
PAY212376,T112376,0,0.0,No Fine,,,,2026-01-06 11:23:04
PAY212377,T112377,0,0.0,No Fine,,,,2026-01-11 01:35:12
PAY212378,T112378,0,0.0,No Fine,,,,2025-12-31 17:48:24
PAY212379,T112379,0,0.0,No Fine,,,,2025-12-19 03:21:26
PAY212380,T112380,55,38.31,Partial,2026-01-25 01:22:28,2026-01-28 02:22:28,Card,2026-01-25 01:22:28
PAY212381,T112381,0,0.0,No Fine,,,,2025-12-28 12:26:13
PAY212382,T112382,0,0.0,No Fine,,,,2026-02-23 11:23:17
PAY212383,T112383,70,70.0,Paid,2025-11-29 01:17:11,2025-12-06 13:17:11,Card,2025-11-29 01:17:11
PAY212384,T112384,0,0.0,No Fine,,,,2025-11-26 12:51:52
PAY212385,T112385,0,0.0,No Fine,,,,2026-02-11 14:42:17
PAY212386,T112386,0,0.0,No Fine,,,,2025-12-24 16:41:49
PAY212387,T112387,60,60.0,Paid,2025-11-28 22:26:55,2025-12-12 07:26:55,Online,2025-11-28 22:26:55
PAY212388,T112388,0,0.0,No Fine,,,,2026-02-26 23:20:26
PAY212389,T112389,0,0.0,No Fine,,,,2026-01-21 16:08:07
PAY212390,T112390,0,0.0,No Fine,,,,2025-12-22 07:12:57
PAY212391,T112391,0,0.0,No Fine,,,,2025-12-05 11:40:58
PAY212392,T112392,0,0.0,No Fine,,,,2025-12-18 21:18:56
PAY212393,T112393,65,65.0,Paid,2026-02-23 07:18:37,2026-03-24 11:18:37,Online,2026-02-23 07:18:37
PAY212394,T112394,0,0.0,No Fine,,,,2025-11-25 14:38:30
PAY212395,T112395,0,0.0,No Fine,,,,2026-02-02 09:28:02
PAY212396,T112396,0,0.0,No Fine,,,,2026-01-25 23:22:34
PAY212397,T112397,45,45.0,Paid,2026-02-18 06:55:00,2026-03-14 17:55:00,Online,2026-02-18 06:55:00
PAY212398,T112398,0,0.0,No Fine,,,,2025-12-11 11:25:18
PAY212399,T112399,0,0.0,No Fine,,,,2025-11-27 13:28:32
PAY212400,T112400,55,55.0,Paid,2025-11-20 19:16:39,2025-12-03 23:16:39,Cash,2025-11-20 19:16:39
PAY212401,T112401,0,0.0,No Fine,,,,2025-12-13 02:24:44
PAY212402,T112402,0,0.0,No Fine,,,,2025-12-26 11:35:15
PAY212403,T112403,0,0.0,No Fine,,,,2025-12-03 12:06:03
PAY212404,T112404,0,0.0,No Fine,,,,2026-01-25 16:10:18
PAY212405,T112405,45,45.0,Paid,2025-11-30 21:21:16,2025-12-18 20:21:16,Card,2025-11-30 21:21:16
PAY212406,T112406,0,0.0,No Fine,,,,2026-01-02 14:19:29
PAY212407,T112407,0,0.0,No Fine,,,,2026-01-21 22:17:27
PAY212408,T112408,60,60.0,Paid,2026-02-13 00:26:13,2026-03-11 16:26:13,Online,2026-02-13 00:26:13
PAY212409,T112409,0,0.0,No Fine,,,,2026-01-06 02:19:57
PAY212410,T112410,0,0.0,No Fine,,,,2025-11-30 03:41:02
PAY212411,T112411,0,0.0,No Fine,,,,2025-12-08 19:19:51
PAY212412,T112412,0,0.0,No Fine,,,,2025-11-06 06:01:35
PAY212413,T112413,60,0.0,Unpaid,,2025-12-19 10:59:14,,2025-11-19 11:01:14
PAY212414,T112414,0,0.0,No Fine,,,,2026-01-21 16:12:35
PAY212415,T112415,55,36.88,Partial,2026-01-28 10:59:50,2026-02-12 06:59:50,Online,2026-01-28 10:59:50
PAY212416,T112416,75,75.0,Paid,2026-03-04 08:02:13,2026-03-14 16:02:13,Card,2026-03-04 08:02:13
PAY212417,T112417,85,85.0,Paid,2025-11-09 11:58:18,2025-12-01 04:58:18,Card,2025-11-09 11:58:18
PAY212418,T112418,0,0.0,No Fine,,,,2025-11-02 10:55:09
PAY212419,T112419,0,0.0,No Fine,,,,2025-12-15 19:26:20
PAY212420,T112420,0,0.0,No Fine,,,,2026-01-14 09:00:59
PAY212421,T112421,0,0.0,No Fine,,,,2026-01-04 02:58:29
PAY212422,T112422,0,0.0,No Fine,,,,2025-11-20 19:09:11
PAY212423,T112423,0,0.0,No Fine,,,,2026-01-21 23:15:21
PAY212424,T112424,0,0.0,No Fine,,,,2026-02-12 11:32:58
PAY212425,T112425,0,0.0,No Fine,,,,2025-11-27 06:11:32
PAY212426,T112426,0,0.0,No Fine,,,,2026-01-11 15:57:18
PAY212427,T112427,0,0.0,No Fine,,,,2026-01-24 13:55:12
PAY212428,T112428,0,0.0,No Fine,,,,2025-12-16 08:10:19
PAY212429,T112429,0,0.0,No Fine,,,,2025-11-24 17:50:50
PAY212430,T112430,0,0.0,No Fine,,,,2025-12-28 13:11:05
PAY212431,T112431,0,0.0,No Fine,,,,2025-12-26 22:46:15
PAY212432,T112432,0,0.0,No Fine,,,,2026-02-18 09:19:15
PAY212433,T112433,0,0.0,No Fine,,,,2026-01-25 10:43:29
PAY212434,T112434,0,0.0,No Fine,,,,2025-12-14 00:14:33
PAY212435,T112435,0,0.0,No Fine,,,,2025-12-24 12:52:14
PAY212436,T112436,40,40.0,Paid,2025-12-01 06:20:03,2025-12-15 02:20:03,Online,2025-12-01 06:20:03
PAY212437,T112437,0,0.0,No Fine,,,,2026-01-22 11:07:48
PAY212438,T112438,55,55.0,Paid,2025-12-06 05:24:35,2025-12-15 10:24:35,Card,2025-12-06 05:24:35
PAY212439,T112439,0,0.0,No Fine,,,,2025-12-12 12:52:11
PAY212440,T112440,0,0.0,No Fine,,,,2026-02-08 07:36:26
PAY212441,T112441,0,0.0,No Fine,,,,2025-12-02 19:18:33
PAY212442,T112442,45,45.0,Paid,2026-02-17 13:28:54,2026-03-02 04:28:54,Cash,2026-02-17 13:28:54
PAY212443,T112443,0,0.0,No Fine,,,,2026-02-17 06:32:11
PAY212444,T112444,65,65.0,Paid,2026-02-22 21:18:41,2026-02-25 13:18:41,Online,2026-02-22 21:18:41
PAY212445,T112445,0,0.0,No Fine,,,,2025-11-13 16:28:21
PAY212446,T112446,0,0.0,No Fine,,,,2026-02-08 13:55:42
PAY212447,T112447,45,45.0,Paid,2026-02-20 20:07:51,2026-02-26 00:07:51,Online,2026-02-20 20:07:51
PAY212448,T112448,0,0.0,No Fine,,,,2025-12-18 22:16:54
PAY212449,T112449,0,0.0,No Fine,,,,2025-11-24 19:12:37
PAY212450,T112450,0,0.0,No Fine,,,,2025-11-06 08:55:28
PAY212451,T112451,0,0.0,No Fine,,,,2026-02-06 10:13:59
PAY212452,T112452,0,0.0,No Fine,,,,2026-02-12 05:16:38
PAY212453,T112453,0,0.0,No Fine,,,,2025-12-15 16:03:21
PAY212454,T112454,0,0.0,No Fine,,,,2026-02-23 09:11:33
