Transaction_ID,Vehicle_ID,Permit_ID,Parking_Space_ID,Zone_ID,Zone_Name,Zone_Type,Event_Time,System_Time_Stamp,Permit_Start_Time,Permit_End_Time,Permit_Status,Occupancy_Status,Violation_Type,Violation_Status,Fine_Amount,Created_At,Updated_At
T104062,V73858,P97271,S3489,Z008,Old Town,Mixed Use,2026-02-05 16:04:24,2026-02-05 16:05:20,2026-01-14 08:04:24,2026-02-11 22:04:24,Active,Occupied,,Closed,0,2026-02-05 14:09:24,2026-02-05 16:05:20
T104063,V95089,P90104,S5194,Z001,Downtown Core,Commercial,2026-02-28 15:07:49,2026-02-28 15:08:05,2026-02-24 07:07:49,2026-04-01 18:07:49,Active,Occupied,,Closed,0,2026-02-28 14:07:49,2026-02-28 15:08:05
T104064,V51586,P89907,S3166,Z003,Residential North,Residential,2025-12-20 00:53:51,2025-12-20 00:55:56,2025-12-19 12:53:51,2026-01-27 23:53:51,Active,Occupied,,Closed,0,2025-12-20 00:27:51,2025-12-20 00:55:56
T104065,V32833,P69813,S9369,Z003,Residential North,Residential,2025-11-12 11:13:57,2025-11-12 11:15:02,2025-10-31 04:13:57,2025-12-14 22:13:57,Active,Occupied,,Closed,0,2025-11-12 11:12:57,2025-11-12 11:15:02
T104066,V83659,P89233,S3328,Z001,Downtown Core,Commercial,2025-11-21 16:46:55,2025-11-21 16:48:28,2025-11-09 01:46:55,2026-01-03 03:46:55,Active,Occupied,Expired Meter,Paid,55,2025-11-21 16:08:55,2025-11-21 16:48:28
T104067,V90440,P68047,S4220,Z005,Riverfront,Mixed Use,2026-02-14 17:23:31,2026-02-14 17:26:56,2025-12-30 17:23:31,2026-02-13 04:23:31,Expired,Occupied,Loading Zone Misuse,Appealed,65,2026-02-14 15:44:31,2026-02-14 17:26:56
T104068,V56769,P11099,S5802,Z008,Old Town,Mixed Use,2025-12-21 16:11:43,2025-12-21 16:15:25,2025-11-26 10:11:43,2026-01-10 11:11:43,Active,Occupied,,Closed,0,2025-12-21 15:51:43,2025-12-21 16:15:25
T104069,V39260,P38435,S5209,Z004,Transit Hub,Commercial,2026-01-16 21:26:18,2026-01-16 21:30:18,2025-11-20 21:26:18,2026-01-15 20:26:18,Expired,Occupied,,Closed,0,2026-01-16 20:58:18,2026-01-16 21:30:18
T104070,V97232,P26162,S3334,Z001,Downtown Core,Commercial,2026-02-10 20:38:30,2026-02-10 20:39:02,2026-01-30 14:38:30,2026-03-22 04:38:30,Active,Occupied,,Closed,0,2026-02-10 20:25:30,2026-02-10 20:39:02
T104071,V87194,P15411,S1933,Z005,Riverfront,Mixed Use,2026-02-08 17:15:01,2026-02-08 17:16:44,2026-02-07 16:15:01,2026-02-17 13:15:01,Active,Vacant,,Closed,0,2026-02-08 16:06:01,2026-02-08 17:16:44
T104072,V32983,P83087,S8192,Z001,Downtown Core,Commercial,2025-12-13 06:04:13,2025-12-13 06:04:31,2025-11-16 07:04:13,2025-12-16 11:04:13,Active,Occupied,,Closed,0,2025-12-13 04:43:13,2025-12-13 06:04:31
T104073,V59595,P18164,S2977,Z001,Downtown Core,Commercial,2026-01-08 06:22:24,2026-01-08 06:26:14,2025-12-31 15:22:24,2026-02-17 19:22:24,Active,Occupied,,Closed,0,2026-01-08 04:30:24,2026-01-08 06:26:14
T104074,V50215,P79621,S3856,Z002,Campus East,Campus,2025-12-13 20:23:46,2025-12-13 20:27:06,2025-11-15 23:23:46,2025-12-15 14:23:46,Active,Occupied,,Closed,0,2025-12-13 19:29:46,2025-12-13 20:27:06
T104075,V48602,P37804,S3376,Z005,Riverfront,Mixed Use,2026-01-19 04:25:26,2026-01-19 04:26:16,2026-01-12 19:25:26,2026-02-27 09:25:26,Active,Occupied,,Closed,0,2026-01-19 02:45:26,2026-01-19 04:26:16
T104076,V26691,P44655,S4907,Z004,Transit Hub,Commercial,2025-12-19 13:07:03,2025-12-19 13:09:22,2025-11-22 18:07:03,2026-01-09 00:07:03,Active,Occupied,,Closed,0,2025-12-19 12:41:03,2025-12-19 13:09:22
T104077,V33292,P83238,S1503,Z007,Student Housing,Campus,2026-02-08 22:22:14,2026-02-08 22:25:33,2026-01-19 14:22:14,2026-02-17 01:22:14,Active,Occupied,,Closed,0,2026-02-08 22:13:14,2026-02-08 22:25:33
T104078,V10235,P10574,S3574,Z002,Campus East,Campus,2026-02-17 01:36:29,2026-02-17 01:38:09,2026-01-18 12:36:29,2026-03-16 21:36:29,Active,Occupied,Improper Parking,Paid,55,2026-02-17 00:14:29,2026-02-17 01:38:09
T104079,V85082,P90976,S6542,Z001,Downtown Core,Commercial,2026-02-15 02:38:54,2026-02-15 02:41:55,2025-12-06 02:38:54,2026-02-13 17:38:54,Expired,Occupied,Expired Meter,Paid,55,2026-02-15 02:34:54,2026-02-15 02:41:55
T104080,V61327,P81574,S4507,Z007,Student Housing,Campus,2026-02-04 17:27:40,2026-02-04 17:31:09,2026-01-20 19:27:40,2026-03-03 22:27:40,Active,Occupied,,Closed,0,2026-02-04 16:54:40,2026-02-04 17:31:09
T104081,V84381,P55317,S1195,Z006,Civic Center,Commercial,2026-01-14 21:06:45,2026-01-14 21:10:10,2026-01-13 08:06:45,2026-02-12 05:06:45,Active,Occupied,,Closed,0,2026-01-14 20:34:45,2026-01-14 21:10:10
T104082,V14244,P43879,S1061,Z007,Student Housing,Campus,2025-12-17 16:45:15,2025-12-17 16:48:51,2025-10-07 16:45:15,2025-12-15 16:45:15,Expired,Occupied,Overtime Parking,Paid,40,2025-12-17 16:07:15,2025-12-17 16:48:51
T104083,V33865,P43739,S8688,Z001,Downtown Core,Commercial,2025-12-01 09:06:19,2025-12-01 09:10:13,2025-11-02 11:06:19,2026-01-14 22:06:19,Active,Occupied,,Closed,0,2025-12-01 08:48:19,2025-12-01 09:10:13
T104084,V88956,P79560,S3496,Z001,Downtown Core,Commercial,2025-11-06 10:40:28,2025-11-06 10:43:09,2025-11-02 09:40:28,2025-11-27 15:40:28,Active,Vacant,,Closed,0,2025-11-06 10:15:28,2025-11-06 10:43:09
T104085,V51709,P69775,S4684,Z008,Old Town,Mixed Use,2026-01-01 20:35:43,2026-01-01 20:36:54,2025-12-28 12:35:43,2026-01-14 11:35:43,Active,Occupied,,Closed,0,2026-01-01 18:53:43,2026-01-01 20:36:54
T104086,V90134,P82218,S3413,Z005,Riverfront,Mixed Use,2025-11-27 14:40:48,2025-11-27 14:42:35,2025-10-26 14:40:48,2025-11-27 08:40:48,Expired,Occupied,,Closed,0,2025-11-27 13:31:48,2025-11-27 14:42:35
T104087,V38953,P85171,S5665,Z005,Riverfront,Mixed Use,2026-01-20 09:01:38,2026-01-20 09:04:41,2026-01-17 05:01:38,2026-02-21 06:01:38,Active,Occupied,,Closed,0,2026-01-20 07:25:38,2026-01-20 09:04:41
T104088,V93839,P15836,S9957,Z002,Campus East,Campus,2026-02-07 03:21:39,2026-02-07 03:25:33,2026-02-01 14:21:39,2026-02-27 05:21:39,Active,Occupied,Overtime Parking,Paid,40,2026-02-07 02:49:39,2026-02-07 03:25:33
T104089,V84127,P45615,S5484,Z004,Transit Hub,Commercial,2026-01-05 04:18:37,2026-01-05 04:22:13,2026-01-02 21:18:37,2026-02-10 11:18:37,Active,Occupied,,Closed,0,2026-01-05 02:41:37,2026-01-05 04:22:13
T104090,V23645,P79990,S5409,Z002,Campus East,Campus,2026-02-19 04:16:45,2026-02-19 04:18:49,2025-12-27 04:16:45,2026-02-16 17:16:45,Expired,Occupied,,Closed,0,2026-02-19 03:15:45,2026-02-19 04:18:49
T104091,V75035,P42333,S5222,Z003,Residential North,Residential,2025-12-06 13:18:03,2025-12-06 13:20:45,2025-10-10 13:18:03,2025-12-03 02:18:03,Expired,Occupied,,Closed,0,2025-12-06 13:01:03,2025-12-06 13:20:45
T104092,V28434,P35217,S5556,Z001,Downtown Core,Commercial,2026-01-22 19:06:22,2026-01-22 19:06:37,2026-01-09 20:06:22,2026-02-23 09:06:22,Active,Occupied,,Closed,0,2026-01-22 18:33:22,2026-01-22 19:06:37
T104093,V53406,P43420,S1987,Z007,Student Housing,Campus,2026-01-30 23:23:17,2026-01-30 23:23:47,2025-12-19 23:23:17,2026-01-28 15:23:17,Expired,Occupied,Restricted Zone,Paid,75,2026-01-30 23:02:17,2026-01-30 23:23:47
T104094,V20198,P64588,S6557,Z006,Civic Center,Commercial,2026-02-19 21:45:17,2026-02-19 21:47:21,2026-02-08 22:45:17,2026-03-07 11:45:17,Active,Occupied,,Closed,0,2026-02-19 20:21:17,2026-02-19 21:47:21
T104095,V41194,P51722,S2663,Z001,Downtown Core,Commercial,2025-11-22 21:38:19,2025-11-22 21:40:50,2025-10-29 01:38:19,2025-12-05 12:38:19,Active,Occupied,,Closed,0,2025-11-22 19:46:19,2025-11-22 21:40:50
T104096,V55457,P80672,S4241,Z001,Downtown Core,Commercial,2025-12-17 01:21:50,2025-12-17 01:25:12,2025-11-15 01:21:50,2025-12-16 11:21:50,Expired,Occupied,,Closed,0,2025-12-17 00:39:50,2025-12-17 01:25:12
T104097,V51879,P59433,S8339,Z002,Campus East,Campus,2025-11-09 22:04:34,2025-11-09 22:06:46,2025-10-11 17:04:34,2025-12-13 19:04:34,Active,Occupied,,Closed,0,2025-11-09 20:18:34,2025-11-09 22:06:46
T104098,V32005,P70013,S5610,Z006,Civic Center,Commercial,2026-02-27 18:21:16,2026-02-27 18:23:05,2026-02-05 10:21:16,2026-04-10 04:21:16,Active,Occupied,,Closed,0,2026-02-27 18:19:16,2026-02-27 18:23:05
T104099,V93386,P93152,S9912,Z006,Civic Center,Commercial,2026-01-10 19:46:25,2026-01-10 19:50:14,2025-12-28 02:46:25,2026-01-19 13:46:25,Active,Occupied,,Closed,0,2026-01-10 19:31:25,2026-01-10 19:50:14
T104100,V21629,P27759,S9828,Z006,Civic Center,Commercial,2026-01-21 06:03:29,2026-01-21 06:06:13,2026-01-07 06:03:29,2026-01-24 19:03:29,Active,Occupied,,Closed,0,2026-01-21 05:22:29,2026-01-21 06:06:13
T104101,V97821,P60710,S8340,Z002,Campus East,Campus,2025-12-29 18:39:07,2025-12-29 18:40:32,2025-10-02 18:39:07,2025-12-28 19:39:07,Expired,Occupied,No Permit,Paid,60,2025-12-29 18:06:07,2025-12-29 18:40:32
T104102,V93768,P17848,S1915,Z001,Downtown Core,Commercial,2026-02-21 00:40:07,2026-02-21 00:42:19,2025-12-11 00:40:07,2026-02-19 23:40:07,Expired,Occupied,Expired Meter,Paid,55,2026-02-20 23:40:07,2026-02-21 00:42:19
T104103,V54007,P33959,S6860,Z002,Campus East,Campus,2026-02-03 20:22:28,2026-02-03 20:24:18,2026-01-26 13:22:28,2026-02-08 01:22:28,Active,Occupied,Overtime Parking,Paid,40,2026-02-03 20:16:28,2026-02-03 20:24:18
T104104,V68540,P23101,S6532,Z005,Riverfront,Mixed Use,2026-01-04 23:10:37,2026-01-04 23:12:52,2025-12-01 23:10:37,2026-01-03 23:10:37,Expired,Occupied,No Permit,Paid,60,2026-01-04 21:37:37,2026-01-04 23:12:52
T104105,V11493,P38383,S5177,Z005,Riverfront,Mixed Use,2026-01-23 09:31:08,2026-01-23 09:34:25,2025-12-28 14:31:08,2026-01-30 00:31:08,Active,Occupied,,Closed,0,2026-01-23 09:25:08,2026-01-23 09:34:25
T104106,V44761,P19207,S9660,Z002,Campus East,Campus,2026-01-25 18:03:35,2026-01-25 18:06:55,2026-01-21 19:03:35,2026-02-15 08:03:35,Active,Occupied,,Closed,0,2026-01-25 16:32:35,2026-01-25 18:06:55
T104107,V37483,P97813,S1196,Z006,Civic Center,Commercial,2025-11-20 03:07:44,2025-11-20 03:11:02,2025-11-06 17:07:44,2025-12-22 09:07:44,Active,Occupied,,Closed,0,2025-11-20 01:14:44,2025-11-20 03:11:02
T104108,V42707,P76106,S1744,Z008,Old Town,Mixed Use,2025-11-24 06:18:50,2025-11-24 06:19:31,2025-11-21 04:18:50,2025-12-17 22:18:50,Active,Occupied,,Closed,0,2025-11-24 04:39:50,2025-11-24 06:19:31
T104109,V18885,P13873,S6858,Z001,Downtown Core,Commercial,2026-01-26 08:07:14,2026-01-26 08:07:53,2026-01-15 01:07:14,2026-02-24 08:07:14,Active,Occupied,,Closed,0,2026-01-26 07:58:14,2026-01-26 08:07:53
T104110,V55938,P65359,S8671,Z002,Campus East,Campus,2026-01-09 01:49:22,2026-01-09 01:52:11,2026-01-06 08:49:22,2026-02-15 05:49:22,Active,Occupied,,Closed,0,2026-01-09 00:26:22,2026-01-09 01:52:11
T104111,V43640,P65377,S3945,Z002,Campus East,Campus,2025-11-25 03:32:40,2025-11-25 03:34:19,2025-11-16 02:32:40,2025-12-04 16:32:40,Active,Occupied,Improper Parking,Paid,55,2025-11-25 03:06:40,2025-11-25 03:34:19
T104112,V24160,P64397,S6391,Z002,Campus East,Campus,2026-01-10 10:53:21,2026-01-10 10:54:24,2026-01-04 02:53:21,2026-01-23 15:53:21,Active,Vacant,,Closed,0,2026-01-10 09:31:21,2026-01-10 10:54:24
T104113,V10167,P49012,S3513,Z008,Old Town,Mixed Use,2025-12-03 08:20:20,2025-12-03 08:22:27,2025-11-21 16:20:20,2026-01-01 14:20:20,Active,Occupied,Expired Meter,Paid,45,2025-12-03 08:04:20,2025-12-03 08:22:27
T104114,V16310,P17354,S5157,Z008,Old Town,Mixed Use,2026-02-13 04:30:11,2026-02-13 04:31:24,2026-01-30 10:30:11,2026-03-21 20:30:11,Active,Occupied,,Closed,0,2026-02-13 02:38:11,2026-02-13 04:31:24
T104115,V60585,P51966,S6019,Z003,Residential North,Residential,2025-11-27 00:41:47,2025-11-27 00:44:57,2025-11-03 07:41:47,2025-12-11 05:41:47,Active,Occupied,,Closed,0,2025-11-26 22:47:47,2025-11-27 00:44:57
T104116,V67438,P93881,S4765,Z005,Riverfront,Mixed Use,2025-12-02 01:34:49,2025-12-02 01:37:52,2025-11-30 13:34:49,2026-01-11 18:34:49,Active,Occupied,,Closed,0,2025-12-02 00:47:49,2025-12-02 01:37:52
T104117,V65004,P89408,S1862,Z007,Student Housing,Campus,2025-11-01 10:33:51,2025-11-01 10:37:27,2025-10-15 20:33:51,2025-12-07 02:33:51,Active,Occupied,No Permit,Paid,60,2025-11-01 10:13:51,2025-11-01 10:37:27
T104118,V31802,P85754,S9503,Z006,Civic Center,Commercial,2025-12-29 21:51:54,2025-12-29 21:54:05,2025-12-16 08:51:54,2025-12-31 05:51:54,Active,Occupied,,Closed,0,2025-12-29 21:20:54,2025-12-29 21:54:05
T104119,V64266,P72460,S3650,Z004,Transit Hub,Commercial,2025-11-18 10:28:09,2025-11-18 10:29:04,2025-11-16 17:28:09,2025-12-04 17:28:09,Active,Occupied,,Closed,0,2025-11-18 09:16:09,2025-11-18 10:29:04
T104120,V74629,P93284,S4262,Z008,Old Town,Mixed Use,2026-01-01 13:57:26,2026-01-01 14:00:00,2025-11-17 13:57:26,2025-12-31 12:57:26,Expired,Occupied,,Closed,0,2026-01-01 12:30:26,2026-01-01 14:00:00
T104121,V59638,P99620,S4226,Z007,Student Housing,Campus,2026-02-09 20:52:44,2026-02-09 20:53:14,2026-01-12 03:52:44,2026-02-20 06:52:44,Active,Occupied,,Closed,0,2026-02-09 19:20:44,2026-02-09 20:53:14
T104122,V56036,P49805,S3299,Z008,Old Town,Mixed Use,2025-11-18 17:31:04,2025-11-18 17:32:01,2025-11-16 11:31:04,2025-11-20 01:31:04,Active,Occupied,,Closed,0,2025-11-18 16:51:04,2025-11-18 17:32:01
T104123,V81568,P39172,S2438,Z006,Civic Center,Commercial,2026-01-29 12:05:36,2026-01-29 12:06:07,2025-12-25 12:05:36,2026-01-28 21:05:36,Expired,Occupied,,Closed,0,2026-01-29 11:46:36,2026-01-29 12:06:07
T104124,V59197,P93931,S6725,Z004,Transit Hub,Commercial,2026-01-06 02:22:57,2026-01-06 02:23:21,2025-12-14 08:22:57,2026-01-23 05:22:57,Active,Vacant,,Closed,0,2026-01-06 01:32:57,2026-01-06 02:23:21
T104125,V23294,P13184,S4378,Z003,Residential North,Residential,2026-01-20 04:21:20,2026-01-20 04:22:15,2025-11-30 04:21:20,2026-01-19 21:21:20,Expired,Occupied,,Closed,0,2026-01-20 02:38:20,2026-01-20 04:22:15
T104126,V72847,P79626,S3744,Z002,Campus East,Campus,2025-11-12 05:32:06,2025-11-12 05:35:45,2025-11-02 02:32:06,2025-12-23 16:32:06,Active,Occupied,,Closed,0,2025-11-12 04:16:06,2025-11-12 05:35:45
T104127,V85766,P75365,S9486,Z003,Residential North,Residential,2025-11-19 13:48:05,2025-11-19 13:49:01,2025-11-13 16:48:05,2025-12-06 14:48:05,Active,Occupied,,Closed,0,2025-11-19 13:32:05,2025-11-19 13:49:01
T104128,V95323,P82847,S3997,Z008,Old Town,Mixed Use,2026-02-11 19:22:15,2026-02-11 19:26:04,2026-02-04 15:22:15,2026-03-17 06:22:15,Active,Occupied,,Closed,0,2026-02-11 18:03:15,2026-02-11 19:26:04
T104129,V39567,P11129,S4536,Z003,Residential North,Residential,2026-02-26 04:43:45,2026-02-26 04:44:15,2026-02-16 08:43:45,2026-03-24 09:43:45,Active,Occupied,Expired Meter,Paid,45,2026-02-26 04:26:45,2026-02-26 04:44:15
T104130,V31319,P37741,S4988,Z007,Student Housing,Campus,2025-12-25 23:58:01,2025-12-25 23:59:21,2025-10-26 23:58:01,2025-12-25 21:58:01,Expired,Occupied,,Closed,0,2025-12-25 22:10:01,2025-12-25 23:59:21
T104131,V69151,P68344,S3491,Z001,Downtown Core,Commercial,2026-01-25 07:02:07,2026-01-25 07:05:40,2025-12-30 07:02:07,2026-01-31 07:02:07,Suspended,Occupied,Expired Meter,Issued,55,2026-01-25 05:54:07,2026-01-25 07:05:40
T104132,V19661,P78686,S1798,Z008,Old Town,Mixed Use,2026-01-22 11:45:13,2026-01-22 11:48:36,2025-11-30 11:45:13,2026-01-21 08:45:13,Expired,Occupied,,Closed,0,2026-01-22 09:51:13,2026-01-22 11:48:36
T104133,V14379,P32672,S2383,Z008,Old Town,Mixed Use,2026-01-24 16:59:47,2026-01-24 17:03:25,2025-12-18 16:59:47,2026-01-21 11:59:47,Expired,Occupied,Expired Meter,Paid,45,2026-01-24 15:35:47,2026-01-24 17:03:25
T104134,V48654,P94202,S9279,Z007,Student Housing,Campus,2025-12-18 16:58:06,2025-12-18 17:01:58,2025-09-25 16:58:06,2025-12-17 18:58:06,Expired,Occupied,,Closed,0,2025-12-18 16:48:06,2025-12-18 17:01:58
T104135,V12631,P53834,S7805,Z005,Riverfront,Mixed Use,2025-11-21 01:58:53,2025-11-21 02:01:24,2025-11-06 06:58:53,2025-12-18 02:58:53,Active,Occupied,Improper Parking,Issued,55,2025-11-21 00:48:53,2025-11-21 02:01:24
T104136,V51774,P41615,S2767,Z004,Transit Hub,Commercial,2025-12-03 01:32:14,2025-12-03 01:34:47,2025-09-22 01:32:14,2025-12-01 05:32:14,Expired,Occupied,,Closed,0,2025-12-02 23:58:14,2025-12-03 01:34:47
T104137,V44226,P67516,S7145,Z002,Campus East,Campus,2026-02-17 17:46:25,2026-02-17 17:47:17,2026-01-20 20:46:25,2026-02-21 05:46:25,Active,Occupied,,Closed,0,2026-02-17 17:18:25,2026-02-17 17:47:17
T104138,V23726,P24013,S3815,Z007,Student Housing,Campus,2026-01-11 18:09:51,2026-01-11 18:13:24,2026-01-11 10:09:51,2026-02-19 12:09:51,Active,Occupied,,Closed,0,2026-01-11 17:05:51,2026-01-11 18:13:24
T104139,V19725,P26609,S7483,Z004,Transit Hub,Commercial,2025-11-05 13:50:32,2025-11-05 13:52:14,2025-10-09 20:50:32,2025-12-17 15:50:32,Active,Occupied,,Closed,0,2025-11-05 12:03:32,2025-11-05 13:52:14
T104140,V54801,P64823,S5696,Z006,Civic Center,Commercial,2026-01-15 20:36:51,2026-01-15 20:37:42,2025-11-27 20:36:51,2026-01-15 17:36:51,Expired,Occupied,Expired Meter,Paid,55,2026-01-15 19:30:51,2026-01-15 20:37:42
T104141,V32296,P78928,S6752,Z004,Transit Hub,Commercial,2025-12-01 07:02:38,2025-12-01 07:04:52,2025-11-21 22:02:38,2025-12-11 00:02:38,Active,Occupied,,Closed,0,2025-12-01 06:14:38,2025-12-01 07:04:52
T104142,V59212,P79140,S7333,Z006,Civic Center,Commercial,2025-12-22 10:46:18,2025-12-22 10:49:26,2025-10-04 10:46:18,2025-12-19 17:46:18,Expired,Occupied,No Permit,Paid,70,2025-12-22 10:37:18,2025-12-22 10:49:26
T104143,V31090,P75076,S1889,Z007,Student Housing,Campus,2025-12-10 11:06:01,2025-12-10 11:07:02,2025-11-27 19:06:01,2026-01-04 01:06:01,Active,Occupied,,Closed,0,2025-12-10 09:33:01,2025-12-10 11:07:02
T104144,V19830,P13030,S9429,Z008,Old Town,Mixed Use,2026-02-12 14:55:49,2026-02-12 14:59:31,2026-01-30 17:55:49,2026-03-01 01:55:49,Active,Occupied,,Closed,0,2026-02-12 14:16:49,2026-02-12 14:59:31
T104145,V81702,P47661,S1696,Z008,Old Town,Mixed Use,2025-11-29 14:12:50,2025-11-29 14:15:17,2025-10-21 14:12:50,2025-12-06 14:12:50,Suspended,Occupied,,Closed,0,2025-11-29 12:34:50,2025-11-29 14:15:17
T104146,V22203,P20524,S8499,Z005,Riverfront,Mixed Use,2025-12-05 14:45:59,2025-12-05 14:47:07,2025-12-03 02:45:59,2025-12-25 17:45:59,Active,Occupied,,Closed,0,2025-12-05 13:40:59,2025-12-05 14:47:07
T104147,V54295,P53730,S9541,Z007,Student Housing,Campus,2026-02-19 16:54:23,2026-02-19 16:57:22,2026-01-03 16:54:23,2026-02-17 14:54:23,Expired,Occupied,,Closed,0,2026-02-19 16:23:23,2026-02-19 16:57:22
T104148,V87860,P51947,S8228,Z006,Civic Center,Commercial,2026-01-16 08:46:58,2026-01-16 08:50:27,2025-12-23 09:46:58,2026-01-31 06:46:58,Active,Occupied,Overtime Parking,Paid,50,2026-01-16 07:31:58,2026-01-16 08:50:27
T104149,V90431,P73781,S3079,Z004,Transit Hub,Commercial,2026-02-14 12:59:58,2026-02-14 13:02:52,2026-02-03 02:59:58,2026-02-27 04:59:58,Active,Occupied,,Closed,0,2026-02-14 11:35:58,2026-02-14 13:02:52
T104150,V73273,P80846,S2450,Z004,Transit Hub,Commercial,2025-12-06 02:05:38,2025-12-06 02:09:01,2025-10-16 02:05:38,2025-12-04 19:05:38,Expired,Occupied,,Closed,0,2025-12-06 00:09:38,2025-12-06 02:09:01
T104151,V14062,P93440,S2047,Z006,Civic Center,Commercial,2026-01-06 10:16:58,2026-01-06 10:18:55,2025-12-20 23:16:58,2026-02-14 05:16:58,Active,Occupied,,Closed,0,2026-01-06 08:21:58,2026-01-06 10:18:55
T104152,V66534,P22901,S4661,Z003,Residential North,Residential,2025-12-11 15:56:14,2025-12-11 15:56:47,2025-12-07 17:56:14,2025-12-30 02:56:14,Active,Occupied,Improper Parking,Issued,55,2025-12-11 14:39:14,2025-12-11 15:56:47
T104153,V95673,P40793,S5958,Z005,Riverfront,Mixed Use,2025-12-04 08:06:38,2025-12-04 08:09:14,2025-11-19 19:06:38,2025-12-12 01:06:38,Active,Occupied,,Closed,0,2025-12-04 07:03:38,2025-12-04 08:09:14
T104154,V31626,P92803,S8967,Z001,Downtown Core,Commercial,2026-01-23 02:32:12,2026-01-23 02:32:28,2025-12-29 02:32:12,2026-03-03 20:32:12,Active,Occupied,,Closed,0,2026-01-23 02:30:12,2026-01-23 02:32:28
T104155,V89602,P67620,S2006,Z008,Old Town,Mixed Use,2026-01-19 08:24:33,2026-01-19 08:28:23,2026-01-19 06:24:33,2026-02-01 00:24:33,Active,Vacant,,Closed,0,2026-01-19 06:58:33,2026-01-19 08:28:23
T104156,V66911,P36251,S6031,Z002,Campus East,Campus,2026-01-11 05:28:44,2026-01-11 05:30:57,2025-12-13 00:28:44,2026-02-06 19:28:44,Active,Occupied,,Closed,0,2026-01-11 03:59:44,2026-01-11 05:30:57
T104157,V30591,P20200,S1890,Z004,Transit Hub,Commercial,2025-12-24 10:06:19,2025-12-24 10:07:06,2025-11-10 10:06:19,2025-12-21 20:06:19,Expired,Occupied,,Closed,0,2025-12-24 09:20:19,2025-12-24 10:07:06
T104158,V17019,P47185,S3982,Z002,Campus East,Campus,2026-02-22 08:30:33,2026-02-22 08:33:00,2026-01-22 19:30:33,2026-03-21 20:30:33,Active,Occupied,,Closed,0,2026-02-22 06:42:33,2026-02-22 08:33:00
T104159,V23272,P31900,S3745,Z001,Downtown Core,Commercial,2025-11-11 18:42:00,2025-11-11 18:44:52,2025-10-22 12:42:00,2025-12-13 08:42:00,Active,Occupied,Expired Meter,Paid,55,2025-11-11 18:19:00,2025-11-11 18:44:52
T104160,V53397,P25655,S8996,Z007,Student Housing,Campus,2025-12-23 06:30:42,2025-12-23 06:34:01,2025-09-30 06:30:42,2025-12-22 17:30:42,Expired,Occupied,,Closed,0,2025-12-23 05:11:42,2025-12-23 06:34:01
T104161,V36941,P72655,S5289,Z002,Campus East,Campus,2026-02-08 12:10:44,2026-02-08 12:13:25,2025-12-16 12:10:44,2026-02-06 02:10:44,Expired,Occupied,Overtime Parking,Paid,40,2026-02-08 10:36:44,2026-02-08 12:13:25
T104162,V34901,P97641,S4226,Z001,Downtown Core,Commercial,2025-12-23 05:37:46,2025-12-23 05:37:52,2025-11-26 02:37:46,2026-01-19 03:37:46,Active,Occupied,,Closed,0,2025-12-23 05:33:46,2025-12-23 05:37:52
T104163,V63645,P54331,S1150,Z008,Old Town,Mixed Use,2025-12-20 04:54:29,2025-12-20 04:58:06,2025-11-29 13:54:29,2026-01-31 19:54:29,Active,Occupied,,Closed,0,2025-12-20 04:13:29,2025-12-20 04:58:06
T104164,V82628,P60816,S1867,Z006,Civic Center,Commercial,2025-12-26 10:19:11,2025-12-26 10:22:31,2025-12-19 06:19:11,2026-01-15 22:19:11,Active,Occupied,Restricted Zone,Paid,85,2025-12-26 09:21:11,2025-12-26 10:22:31
T104165,V80795,P28025,S4752,Z003,Residential North,Residential,2026-02-14 03:41:09,2026-02-14 03:41:52,2026-01-28 00:41:09,2026-03-14 12:41:09,Active,Occupied,,Closed,0,2026-02-14 02:38:09,2026-02-14 03:41:52
T104166,V44768,P45402,S9411,Z008,Old Town,Mixed Use,2025-12-07 14:30:39,2025-12-07 14:31:32,2025-11-28 18:30:39,2025-12-09 23:30:39,Active,Vacant,,Closed,0,2025-12-07 13:33:39,2025-12-07 14:31:32
T104167,V96585,P72976,S3683,Z004,Transit Hub,Commercial,2026-01-01 03:29:30,2026-01-01 03:31:06,2025-12-10 04:29:30,2026-01-21 00:29:30,Active,Occupied,,Closed,0,2026-01-01 01:58:30,2026-01-01 03:31:06
T104168,V46899,P87883,S7044,Z001,Downtown Core,Commercial,2025-12-13 09:03:57,2025-12-13 09:06:14,2025-11-24 15:03:57,2026-01-19 00:03:57,Active,Occupied,,Closed,0,2025-12-13 08:03:57,2025-12-13 09:06:14
T104169,V48980,P88943,S7031,Z002,Campus East,Campus,2025-12-29 19:33:34,2025-12-29 19:35:28,2025-12-04 08:33:34,2026-01-26 18:33:34,Active,Occupied,,Closed,0,2025-12-29 19:20:34,2025-12-29 19:35:28
T104170,V41135,P46116,S4709,Z004,Transit Hub,Commercial,2026-01-05 07:53:05,2026-01-05 07:56:57,2025-12-23 11:53:05,2026-01-14 12:53:05,Active,Occupied,Expired Meter,Issued,55,2026-01-05 06:06:05,2026-01-05 07:56:57
T104171,V22571,P43034,S7254,Z003,Residential North,Residential,2025-12-29 09:23:07,2025-12-29 09:25:46,2025-12-22 23:23:07,2025-12-31 23:23:07,Active,Occupied,Expired Meter,Paid,45,2025-12-29 07:33:07,2025-12-29 09:25:46
