Audit_ID,Transaction_ID,Appeal_ID,Appeal_Status,Appeal_Date,Appeal_Reason,Data_Source_System,Data_Sync_Status,Sync_Time,Sensor_ID,Sensor_Occupancy_Status,Record_Status,Created_At
AUD300806,T100806,,None,,,Permit Portal,True,2025-12-25 19:36:05,SEN715,Vacant,Matched,2025-12-25 19:36:33
AUD300807,T100807,,None,,,Enforcement App,True,2025-12-04 19:30:42,SEN795,Occupied,Matched,2025-12-04 19:34:12
AUD300808,T100808,,None,,,Enforcement App,True,2025-12-22 14:30:19,SEN141,Occupied,Matched,2025-12-22 14:31:14
AUD300809,T100809,,None,,,Enforcement App,True,2025-12-03 06:06:08,SEN766,Occupied,Matched,2025-12-03 06:09:26
AUD300810,T100810,,None,,,Payment Gateway,True,2026-02-15 00:51:57,SEN406,Occupied,Review Needed,2026-02-15 00:55:48
AUD300811,T100811,,None,,,Enforcement App,True,2025-11-09 20:13:41,SEN688,Vacant,Matched,2025-11-09 20:14:14
AUD300812,T100812,,None,,,Enforcement App,True,2025-12-17 18:33:50,SEN173,Occupied,Pending,2025-12-17 18:33:50
AUD300813,T100813,,None,,,Sensor Network,True,2026-02-11 19:30:03,SEN980,Occupied,Pending,2026-02-11 19:34:39
AUD300814,T100814,,None,,,Enforcement App,True,2026-01-17 09:13:36,SEN721,Occupied,Matched,2026-01-17 09:14:38
AUD300815,T100815,,None,,,Permit Portal,True,2025-11-19 11:20:11,SEN134,Occupied,Review Needed,2025-11-19 11:20:41
AUD300816,T100816,,None,,,Permit Portal,True,2026-01-24 13:31:37,SEN719,Occupied,Matched,2026-01-24 13:35:51
AUD300817,T100817,,None,,,Enforcement App,True,2026-01-29 07:08:31,SEN580,Occupied,Matched,2026-01-29 07:12:44
AUD300818,T100818,,None,,,Permit Portal,True,2026-02-21 12:08:02,SEN347,Occupied,Matched,2026-02-21 12:11:39
AUD300819,T100819,,None,,,Enforcement App,True,2026-02-01 03:10:59,SEN319,Occupied,Matched,2026-02-01 03:15:11
AUD300820,T100820,,None,,,Sensor Network,True,2025-11-11 08:18:13,SEN294,Occupied,Matched,2025-11-11 08:18:34
AUD300821,T100821,,None,,,Enforcement App,True,2025-11-05 04:31:57,SEN307,Occupied,Matched,2025-11-05 04:32:06
AUD300822,T100822,,None,,,Permit Portal,True,2025-11-22 21:36:19,SEN546,Occupied,Matched,2025-11-22 21:37:10
AUD300823,T100823,,None,,,Payment Gateway,True,2026-01-21 18:35:56,SEN969,Occupied,Matched,2026-01-21 18:39:46
AUD300824,T100824,,None,,,Payment Gateway,False,2026-02-28 12:59:40,SEN670,Occupied,Matched,2026-02-28 12:56:35
AUD300825,T100825,,None,,,Sensor Network,True,2025-11-03 23:00:50,SEN136,Occupied,Review Needed,2025-11-03 23:01:55
AUD300826,T100826,,None,,,Payment Gateway,True,2026-01-22 07:19:22,SEN528,Occupied,Matched,2026-01-22 07:20:47
AUD300827,T100827,,None,,,Payment Gateway,True,2026-02-12 10:10:56,SEN435,Occupied,Matched,2026-02-12 10:14:07
AUD300828,T100828,,None,,,Enforcement App,True,2026-01-02 05:09:03,SEN134,Occupied,Matched,2026-01-02 05:10:03
AUD300829,T100829,,None,,,Enforcement App,True,2025-12-31 15:01:02,SEN835,Occupied,Matched,2025-12-31 15:01:28
AUD300830,T100830,,None,,,Enforcement App,True,2026-02-13 14:01:55,SEN214,Occupied,Pending,2026-02-13 14:03:34
AUD300831,T100831,,None,,,Permit Portal,True,2026-01-19 04:20:54,SEN362,Occupied,Pending,2026-01-19 04:21:37
AUD300832,T100832,,None,,,Enforcement App,True,2026-01-28 22:48:34,SEN962,Occupied,Matched,2026-01-28 22:50:35
AUD300833,T100833,,None,,,Sensor Network,True,2025-11-20 00:32:25,SEN422,Occupied,Matched,2025-11-20 00:35:58
AUD300834,T100834,,None,,,Payment Gateway,True,2025-12-07 04:40:01,SEN151,Occupied,Matched,2025-12-07 04:40:12
AUD300835,T100835,,None,,,Enforcement App,True,2026-01-16 20:42:15,SEN971,Occupied,Matched,2026-01-16 20:43:33
AUD300836,T100836,,None,,,Enforcement App,True,2026-02-04 11:23:16,SEN253,Occupied,Matched,2026-02-04 11:23:34
AUD300837,T100837,,None,,,Payment Gateway,True,2026-02-18 15:15:46,SEN616,Vacant,Matched,2026-02-18 15:19:48
AUD300838,T100838,,None,,,Sensor Network,True,2025-12-03 11:37:34,SEN128,Occupied,Matched,2025-12-03 11:38:13
AUD300839,T100839,,None,,,Payment Gateway,True,2026-02-05 19:33:31,SEN944,Occupied,Matched,2026-02-05 19:38:09
AUD300840,T100840,,None,,,Permit Portal,True,2025-11-03 02:48:52,SEN132,Occupied,Matched,2025-11-03 02:53:19
AUD300841,T100841,,None,,,Permit Portal,False,2025-12-26 03:11:31,SEN485,Occupied,Review Needed,2025-12-26 02:48:24
AUD300842,T100842,,None,,,Payment Gateway,True,2025-12-15 07:49:02,SEN248,Occupied,Review Needed,2025-12-15 07:52:40
AUD300843,T100843,,None,,,Payment Gateway,True,2026-02-28 16:01:25,SEN742,Occupied,Matched,2026-02-28 16:02:10
AUD300844,T100844,,None,,,Permit Portal,True,2026-02-05 04:09:43,SEN121,Occupied,Matched,2026-02-05 04:10:09
AUD300845,T100845,,None,,,Sensor Network,True,2025-11-20 14:27:59,SEN411,Occupied,Matched,2025-11-20 14:32:22
AUD300846,T100846,,None,,,Enforcement App,True,2026-01-17 04:22:57,SEN542,Vacant,Matched,2026-01-17 04:26:01
AUD300847,T100847,,None,,,Permit Portal,True,2025-12-03 10:39:48,SEN200,Occupied,Matched,2025-12-03 10:41:40
AUD300848,T100848,,None,,,Sensor Network,True,2025-12-17 12:48:56,SEN914,Occupied,Matched,2025-12-17 12:52:28
AUD300849,T100849,,None,,,Payment Gateway,True,2025-12-25 22:57:30,SEN170,Occupied,Matched,2025-12-25 23:01:18
AUD300850,T100850,,None,,,Enforcement App,True,2026-01-27 05:09:03,SEN157,Occupied,Matched,2026-01-27 05:09:19
AUD300851,T100851,,None,,,Sensor Network,True,2025-12-17 00:01:48,SEN570,Occupied,Matched,2025-12-17 00:03:05
AUD300852,T100852,,None,,,Permit Portal,True,2025-11-14 12:47:59,SEN790,Occupied,Matched,2025-11-14 12:50:40
AUD300853,T100853,,None,,,Permit Portal,True,2025-11-08 21:02:31,SEN592,Occupied,Matched,2025-11-08 21:06:48
AUD300854,T100854,,None,,,Enforcement App,True,2025-11-19 07:24:07,SEN856,Occupied,Matched,2025-11-19 07:26:00
AUD300855,T100855,,None,,,Sensor Network,True,2025-12-17 08:39:04,SEN275,Occupied,Matched,2025-12-17 08:39:07
AUD300856,T100856,,None,,,Enforcement App,True,2026-02-11 23:05:40,SEN477,Occupied,Matched,2026-02-11 23:08:13
AUD300857,T100857,,None,,,Enforcement App,True,2025-12-18 21:04:13,SEN865,Occupied,Matched,2025-12-18 21:08:29
AUD300858,T100858,,None,,,Enforcement App,True,2026-01-10 16:19:38,SEN487,Occupied,Matched,2026-01-10 16:22:52
AUD300859,T100859,,None,,,Sensor Network,True,2025-11-30 01:31:15,SEN671,Occupied,Matched,2025-11-30 01:32:34
AUD300860,T100860,,None,,,Sensor Network,True,2025-12-27 08:34:09,SEN468,Occupied,Matched,2025-12-27 08:34:42
AUD300861,T100861,,None,,,Sensor Network,True,2025-12-03 09:36:35,SEN934,Occupied,Matched,2025-12-03 09:37:24
AUD300862,T100862,,None,,,Payment Gateway,True,2025-11-06 07:03:30,SEN600,Occupied,Matched,2025-11-06 07:03:46
AUD300863,T100863,,None,,,Enforcement App,True,2026-02-26 21:36:53,SEN650,Occupied,Pending,2026-02-26 21:38:49
AUD300864,T100864,,None,,,Permit Portal,True,2026-02-07 17:41:53,SEN101,Vacant,Matched,2026-02-07 17:42:07
AUD300865,T100865,,None,,,Enforcement App,True,2026-01-21 13:00:50,SEN551,Occupied,Matched,2026-01-21 13:04:41
AUD300866,T100866,,None,,,Enforcement App,False,2025-11-28 19:25:41,SEN268,Occupied,Matched,2025-11-28 19:17:02
AUD300867,T100867,,None,,,Payment Gateway,True,2025-11-28 08:36:53,SEN272,Occupied,Matched,2025-11-28 08:40:59
AUD300868,T100868,,None,,,Permit Portal,True,2026-02-28 10:48:39,SEN240,Occupied,Matched,2026-02-28 10:52:33
AUD300869,T100869,,None,,,Enforcement App,True,2026-01-13 00:23:53,SEN773,Occupied,Matched,2026-01-13 00:27:40
AUD300870,T100870,,None,,,Enforcement App,True,2026-02-02 02:59:03,SEN207,Occupied,Matched,2026-02-02 03:01:02
AUD300871,T100871,,None,,,Sensor Network,True,2025-11-13 10:26:33,SEN609,Occupied,Matched,2025-11-13 10:29:50
AUD300872,T100872,,None,,,Sensor Network,True,2026-01-13 09:34:00,SEN715,Occupied,Matched,2026-01-13 09:36:21
AUD300873,T100873,,None,,,Enforcement App,True,2026-01-27 15:05:06,SEN407,Occupied,Review Needed,2026-01-27 15:05:19
AUD300874,T100874,,None,,,Sensor Network,True,2026-01-01 02:14:15,SEN274,Occupied,Matched,2026-01-01 02:14:21
AUD300875,T100875,,None,,,Sensor Network,True,2026-02-24 02:25:40,SEN576,Vacant,Matched,2026-02-24 02:29:33
AUD300876,T100876,,None,,,Sensor Network,True,2025-11-08 08:56:04,SEN983,Occupied,Duplicate,2025-11-08 08:57:02
AUD300877,T100877,,None,,,Payment Gateway,True,2025-12-13 13:55:00,SEN254,Occupied,Review Needed,2025-12-13 13:56:32
AUD300878,T100878,,None,,,Permit Portal,True,2026-01-13 12:16:08,SEN748,Vacant,Matched,2026-01-13 12:16:51
AUD300879,T100879,,None,,,Permit Portal,True,2026-02-10 01:01:57,SEN338,Occupied,Matched,2026-02-10 01:03:03
AUD300880,T100880,,None,,,Enforcement App,False,2026-02-04 04:28:33,SEN785,Vacant,Pending,2026-02-04 04:06:46
AUD300881,T100881,,None,,,Sensor Network,True,2026-02-09 05:28:12,SEN352,Occupied,Matched,2026-02-09 05:32:46
AUD300882,T100882,,None,,,Sensor Network,True,2025-12-31 21:12:24,SEN837,Occupied,Matched,2025-12-31 21:14:54
AUD300883,T100883,,None,,,Permit Portal,True,2026-01-15 11:07:04,SEN100,Vacant,Matched,2026-01-15 11:08:08
AUD300884,T100884,,None,,,Sensor Network,True,2025-11-06 19:03:56,SEN338,Occupied,Pending,2025-11-06 19:05:50
AUD300885,T100885,,None,,,Enforcement App,True,2026-02-20 18:49:45,SEN222,Occupied,Matched,2026-02-20 18:51:45
AUD300886,T100886,,None,,,Enforcement App,True,2026-01-08 21:56:04,SEN359,Occupied,Matched,2026-01-08 21:58:54
AUD300887,T100887,,None,,,Sensor Network,False,2025-11-18 16:32:33,SEN666,Occupied,Matched,2025-11-18 16:10:51
AUD300888,T100888,,None,,,Payment Gateway,True,2026-02-18 15:26:56,SEN943,Vacant,Pending,2026-02-18 15:29:40
AUD300889,T100889,A400889,Approved,2026-02-06 14:12:20,Sensor Error,Payment Gateway,True,2026-02-05 14:16:29,SEN978,Occupied,Matched,2026-02-05 14:17:20
AUD300890,T100890,,None,,,Sensor Network,False,2025-12-11 18:45:58,SEN784,Occupied,Matched,2025-12-11 18:29:54
AUD300891,T100891,,None,,,Permit Portal,True,2026-02-13 23:43:23,SEN562,Occupied,Matched,2026-02-13 23:43:53
AUD300892,T100892,,None,,,Enforcement App,True,2025-12-06 10:08:26,SEN473,Occupied,Matched,2025-12-06 10:08:32
AUD300893,T100893,,None,,,Permit Portal,True,2025-11-28 16:22:20,SEN918,Occupied,Matched,2025-11-28 16:23:33
AUD300894,T100894,,None,,,Permit Portal,True,2026-01-09 04:33:32,SEN998,Occupied,Matched,2026-01-09 04:36:54
AUD300895,T100895,,None,,,Enforcement App,True,2026-02-22 11:06:02,SEN322,Occupied,Matched,2026-02-22 11:08:00
AUD300896,T100896,,None,,,Sensor Network,True,2026-02-08 05:48:37,SEN736,Occupied,Matched,2026-02-08 05:49:43
AUD300897,T100897,,None,,,Payment Gateway,True,2025-12-29 17:31:03,SEN612,Occupied,Matched,2025-12-29 17:32:39
AUD300898,T100898,,None,,,Enforcement App,True,2025-12-11 16:08:28,SEN971,Occupied,Matched,2025-12-11 16:09:53
AUD300899,T100899,,None,,,Permit Portal,True,2026-01-18 13:30:24,SEN425,Occupied,Matched,2026-01-18 13:32:43
AUD300900,T100900,,None,,,Enforcement App,True,2025-12-08 14:22:12,SEN298,Occupied,Matched,2025-12-08 14:24:52
AUD300901,T100901,,None,,,Payment Gateway,True,2025-12-01 02:23:48,SEN859,Occupied,Duplicate,2025-12-01 02:25:34
AUD300902,T100902,,None,,,Enforcement App,True,2026-02-14 05:22:15,SEN766,Occupied,Matched,2026-02-14 05:24:39
AUD300903,T100903,,None,,,Enforcement App,True,2026-01-15 18:09:42,SEN139,Occupied,Matched,2026-01-15 18:09:45
AUD300904,T100904,A400904,Rejected,2026-02-25 12:29:25,Payment Already Made,Enforcement App,True,2026-02-23 12:32:54,SEN280,Occupied,Review Needed,2026-02-23 12:34:25
AUD300905,T100905,,None,,,Sensor Network,True,2026-02-28 13:23:12,SEN824,Occupied,Pending,2026-02-28 13:25:41
AUD300906,T100906,,None,,,Enforcement App,False,2026-02-27 19:25:57,SEN928,Occupied,Matched,2026-02-27 19:08:12
AUD300907,T100907,,None,,,Sensor Network,True,2026-02-19 22:09:05,SEN331,Occupied,Matched,2026-02-19 22:10:35
AUD300908,T100908,,None,,,Sensor Network,True,2025-12-10 01:54:39,SEN649,Occupied,Matched,2025-12-10 01:58:27
AUD300909,T100909,,None,,,Sensor Network,True,2026-02-22 22:29:10,SEN533,Occupied,Matched,2026-02-22 22:32:59
AUD300910,T100910,,None,,,Enforcement App,False,2025-12-28 01:56:51,SEN412,Occupied,Matched,2025-12-28 01:43:17
AUD300911,T100911,,None,,,Enforcement App,True,2025-12-27 13:46:21,SEN253,Occupied,Matched,2025-12-27 13:50:39
AUD300912,T100912,,None,,,Sensor Network,True,2025-11-05 12:14:58,SEN402,Vacant,Review Needed,2025-11-05 12:19:46
AUD300913,T100913,,None,,,Enforcement App,True,2025-11-24 10:41:59,SEN736,Occupied,Matched,2025-11-24 10:44:05
AUD300914,T100914,,None,,,Sensor Network,True,2025-12-02 19:43:07,SEN272,Occupied,Review Needed,2025-12-02 19:46:11
AUD300915,T100915,A400915,Approved,2026-02-13 09:30:43,Payment Already Made,Permit Portal,True,2026-01-29 09:34:33,SEN732,Vacant,Matched,2026-01-29 09:35:43
AUD300916,T100916,,None,,,Sensor Network,True,2026-02-21 23:38:04,SEN454,Occupied,Matched,2026-02-21 23:39:40
AUD300917,T100917,,None,,,Payment Gateway,True,2025-12-02 08:42:45,SEN189,Occupied,Matched,2025-12-02 08:43:49
AUD300918,T100918,,None,,,Enforcement App,True,2025-11-03 22:36:10,SEN735,Occupied,Matched,2025-11-03 22:37:12
AUD300919,T100919,,None,,,Enforcement App,True,2026-01-08 01:28:55,SEN727,Occupied,Matched,2026-01-08 01:31:13
AUD300920,T100920,,None,,,Enforcement App,True,2025-12-29 08:33:13,SEN930,Occupied,Matched,2025-12-29 08:36:16
AUD300921,T100921,,None,,,Enforcement App,True,2026-01-03 00:35:49,SEN480,Occupied,Review Needed,2026-01-03 00:38:58
AUD300922,T100922,,None,,,Payment Gateway,True,2025-11-11 03:59:12,SEN503,Occupied,Matched,2025-11-11 04:02:23
AUD300923,T100923,,None,,,Payment Gateway,True,2025-12-04 17:43:13,SEN368,Occupied,Matched,2025-12-04 17:45:21
AUD300924,T100924,,None,,,Permit Portal,True,2025-12-07 11:52:19,SEN775,Occupied,Pending,2025-12-07 11:53:08
AUD300925,T100925,,None,,,Enforcement App,True,2026-01-24 17:43:00,SEN127,Occupied,Matched,2026-01-24 17:47:35
AUD300926,T100926,A400926,Approved,2025-12-03 05:07:12,Duplicate Citation,Enforcement App,True,2025-11-22 05:08:22,SEN813,Occupied,Matched,2025-11-22 05:12:12
AUD300927,T100927,,None,,,Enforcement App,True,2025-12-23 09:37:08,SEN663,Occupied,Matched,2025-12-23 09:41:15
AUD300928,T100928,,None,,,Payment Gateway,True,2026-02-01 15:11:41,SEN779,Occupied,Matched,2026-02-01 15:14:15
AUD300929,T100929,,None,,,Permit Portal,True,2026-01-31 09:16:34,SEN782,Occupied,Matched,2026-01-31 09:19:36
AUD300930,T100930,,None,,,Permit Portal,True,2025-12-10 07:41:24,SEN784,Occupied,Matched,2025-12-10 07:41:51
AUD300931,T100931,,None,,,Sensor Network,True,2026-01-03 14:11:42,SEN761,Occupied,Matched,2026-01-03 14:12:57
AUD300932,T100932,,None,,,Payment Gateway,True,2025-12-27 07:34:09,SEN793,Occupied,Matched,2025-12-27 07:35:10
AUD300933,T100933,,None,,,Enforcement App,True,2026-01-03 09:40:52,SEN867,Occupied,Matched,2026-01-03 09:41:01
AUD300934,T100934,,None,,,Enforcement App,False,2026-01-29 11:08:07,SEN697,Occupied,Duplicate,2026-01-29 10:45:42
AUD300935,T100935,,None,,,Enforcement App,True,2025-11-18 13:29:22,SEN473,Occupied,Matched,2025-11-18 13:30:10
AUD300936,T100936,,None,,,Enforcement App,True,2026-01-02 01:05:19,SEN581,Vacant,Matched,2026-01-02 01:10:00
AUD300937,T100937,,None,,,Enforcement App,True,2025-12-18 16:49:27,SEN956,Occupied,Matched,2025-12-18 16:50:32
AUD300938,T100938,,None,,,Sensor Network,True,2026-02-25 14:05:57,SEN955,Occupied,Matched,2026-02-25 14:09:51
AUD300939,T100939,,None,,,Enforcement App,True,2026-02-23 06:27:24,SEN281,Occupied,Matched,2026-02-23 06:30:54
AUD300940,T100940,,None,,,Enforcement App,True,2026-01-04 14:06:36,SEN260,Occupied,Pending,2026-01-04 14:08:36
AUD300941,T100941,,None,,,Enforcement App,True,2026-01-01 04:02:47,SEN666,Occupied,Matched,2026-01-01 04:05:17
AUD300942,T100942,,None,,,Sensor Network,True,2026-02-06 23:03:17,SEN430,Occupied,Matched,2026-02-06 23:04:08
AUD300943,T100943,,None,,,Payment Gateway,True,2025-11-28 14:08:31,SEN238,Occupied,Matched,2025-11-28 14:08:38
AUD300944,T100944,,None,,,Permit Portal,True,2025-11-21 23:12:04,SEN578,Occupied,Matched,2025-11-21 23:15:16
AUD300945,T100945,,None,,,Sensor Network,True,2025-11-29 19:41:46,SEN485,Occupied,Pending,2025-11-29 19:42:54
AUD300946,T100946,,None,,,Enforcement App,True,2026-02-21 05:16:37,SEN289,Occupied,Matched,2026-02-21 05:17:41
AUD300947,T100947,,None,,,Permit Portal,True,2025-11-11 23:42:41,SEN458,Occupied,Matched,2025-11-11 23:45:47
AUD300948,T100948,,None,,,Sensor Network,True,2026-01-19 15:47:45,SEN971,Occupied,Review Needed,2026-01-19 15:50:27
AUD300949,T100949,,None,,,Enforcement App,False,2025-12-16 20:17:10,SEN298,Occupied,Matched,2025-12-16 20:16:21
AUD300950,T100950,,None,,,Enforcement App,True,2025-11-03 08:28:53,SEN811,Occupied,Pending,2025-11-03 08:31:07
AUD300951,T100951,,None,,,Enforcement App,True,2026-01-31 21:56:01,SEN805,Occupied,Matched,2026-01-31 21:56:24
AUD300952,T100952,,None,,,Permit Portal,True,2025-12-01 06:42:05,SEN790,Occupied,Matched,2025-12-01 06:45:11
AUD300953,T100953,,None,,,Permit Portal,True,2025-11-25 20:17:31,SEN302,Occupied,Matched,2025-11-25 20:20:37
AUD300954,T100954,,None,,,Sensor Network,True,2026-02-16 05:18:17,SEN125,Occupied,Matched,2026-02-16 05:20:02
AUD300955,T100955,,None,,,Sensor Network,True,2025-11-02 05:47:41,SEN884,Occupied,Matched,2025-11-02 05:49:30
AUD300956,T100956,,None,,,Permit Portal,True,2025-12-31 21:29:31,SEN607,Occupied,Matched,2025-12-31 21:33:26
AUD300957,T100957,,None,,,Permit Portal,True,2026-01-13 15:12:03,SEN546,Occupied,Review Needed,2026-01-13 15:16:18
AUD300958,T100958,,None,,,Enforcement App,True,2026-02-19 00:40:51,SEN911,Occupied,Matched,2026-02-19 00:44:08
AUD300959,T100959,,None,,,Permit Portal,True,2025-11-29 05:33:51,SEN362,Occupied,Matched,2025-11-29 05:37:01
AUD300960,T100960,,None,,,Enforcement App,True,2025-12-03 09:13:23,SEN767,Occupied,Matched,2025-12-03 09:13:44
AUD300961,T100961,,None,,,Sensor Network,True,2025-12-17 07:47:46,SEN352,Occupied,Matched,2025-12-17 07:52:36
AUD300962,T100962,,None,,,Payment Gateway,True,2025-11-23 16:02:30,SEN631,Occupied,Matched,2025-11-23 16:06:14
AUD300963,T100963,,None,,,Payment Gateway,True,2025-11-08 09:08:35,SEN950,Vacant,Matched,2025-11-08 09:09:05
AUD300964,T100964,,None,,,Payment Gateway,True,2025-12-08 12:08:48,SEN187,Occupied,Review Needed,2025-12-08 12:11:41
AUD300965,T100965,,None,,,Permit Portal,True,2026-01-11 11:13:56,SEN579,Occupied,Matched,2026-01-11 11:15:35
AUD300966,T100966,,None,,,Enforcement App,True,2025-12-27 00:06:08,SEN303,Occupied,Matched,2025-12-27 00:08:53
AUD300967,T100967,,None,,,Permit Portal,True,2026-01-07 16:41:16,SEN117,Occupied,Matched,2026-01-07 16:45:19
AUD300968,T100968,,None,,,Enforcement App,True,2026-01-06 15:44:21,SEN932,Occupied,Matched,2026-01-06 15:47:47
AUD300969,T100969,,None,,,Enforcement App,True,2025-11-23 04:47:03,SEN878,Occupied,Pending,2025-11-23 04:47:03
AUD300970,T100970,,None,,,Sensor Network,True,2025-11-25 20:38:13,SEN435,Occupied,Matched,2025-11-25 20:39:20
AUD300971,T100971,,None,,,Enforcement App,True,2025-12-07 14:12:01,SEN734,Occupied,Review Needed,2025-12-07 14:12:29
AUD300972,T100972,,None,,,Sensor Network,True,2025-11-08 00:45:52,SEN548,Vacant,Matched,2025-11-08 00:46:39
AUD300973,T100973,,None,,,Sensor Network,True,2025-11-04 05:40:07,SEN128,Occupied,Matched,2025-11-04 05:42:41
AUD300974,T100974,,None,,,Enforcement App,True,2026-01-18 16:14:54,SEN145,Occupied,Duplicate,2026-01-18 16:18:58
AUD300975,T100975,,None,,,Enforcement App,True,2026-01-12 02:18:27,SEN701,Occupied,Matched,2026-01-12 02:22:13
AUD300976,T100976,,None,,,Sensor Network,True,2025-11-24 07:33:19,SEN695,Occupied,Matched,2025-11-24 07:33:44
AUD300977,T100977,,None,,,Permit Portal,True,2025-11-22 01:04:45,SEN569,Occupied,Matched,2025-11-22 01:07:33
AUD300978,T100978,,None,,,Sensor Network,True,2026-02-08 21:30:17,SEN166,Occupied,Review Needed,2026-02-08 21:33:07
AUD300979,T100979,,None,,,Payment Gateway,True,2025-11-18 05:12:48,SEN847,Occupied,Matched,2025-11-18 05:15:53
AUD300980,T100980,,None,,,Sensor Network,True,2025-11-17 08:18:26,SEN357,Occupied,Duplicate,2025-11-17 08:23:06
AUD300981,T100981,,None,,,Sensor Network,True,2025-11-05 01:01:30,SEN794,Occupied,Matched,2025-11-05 01:03:56
AUD300982,T100982,,None,,,Sensor Network,True,2025-12-10 05:08:14,SEN461,Vacant,Matched,2025-12-10 05:08:39
AUD300983,T100983,,None,,,Enforcement App,True,2025-12-12 20:02:50,SEN533,Occupied,Review Needed,2025-12-12 20:05:27
AUD300984,T100984,,None,,,Enforcement App,True,2026-02-10 05:14:46,SEN632,Occupied,Matched,2026-02-10 05:15:17
AUD300985,T100985,,None,,,Sensor Network,True,2026-02-24 18:55:22,SEN296,Occupied,Matched,2026-02-24 18:57:42
AUD300986,T100986,A400986,Pending,2026-02-13 05:09:04,Valid Permit,Payment Gateway,True,2026-02-12 05:13:59,SEN419,Occupied,Matched,2026-02-12 05:14:04
AUD300987,T100987,,None,,,Payment Gateway,True,2025-12-04 09:58:51,SEN844,Occupied,Matched,2025-12-04 09:59:12
AUD300988,T100988,,None,,,Permit Portal,True,2026-02-13 14:14:03,SEN752,Occupied,Matched,2026-02-13 14:15:55
AUD300989,T100989,,None,,,Enforcement App,True,2025-12-03 11:55:33,SEN347,Occupied,Matched,2025-12-03 11:55:54
AUD300990,T100990,,None,,,Sensor Network,True,2025-12-05 05:34:56,SEN782,Occupied,Matched,2025-12-05 05:35:34
AUD300991,T100991,,None,,,Enforcement App,True,2025-12-09 20:05:24,SEN593,Occupied,Matched,2025-12-09 20:09:30
AUD300992,T100992,,None,,,Permit Portal,True,2026-01-25 13:15:56,SEN295,Occupied,Matched,2026-01-25 13:17:23
AUD300993,T100993,,None,,,Enforcement App,False,2026-01-03 07:14:58,SEN245,Occupied,Matched,2026-01-03 06:55:55
AUD300994,T100994,,None,,,Sensor Network,True,2025-12-10 06:48:41,SEN468,Occupied,Matched,2025-12-10 06:51:55
AUD300995,T100995,,None,,,Permit Portal,True,2025-12-13 04:02:37,SEN453,Occupied,Matched,2025-12-13 04:03:07
AUD300996,T100996,,None,,,Sensor Network,True,2025-12-28 16:05:58,SEN770,Occupied,Matched,2025-12-28 16:08:36
AUD300997,T100997,,None,,,Sensor Network,True,2025-12-17 23:37:07,SEN832,Occupied,Review Needed,2025-12-17 23:37:12
AUD300998,T100998,,None,,,Permit Portal,True,2025-11-18 01:46:25,SEN259,Vacant,Matched,2025-11-18 01:50:44
AUD300999,T100999,,None,,,Permit Portal,True,2025-12-08 08:58:43,SEN977,Occupied,Matched,2025-12-08 09:02:37
AUD301000,T101000,,None,,,Enforcement App,True,2025-12-03 19:08:56,SEN167,Occupied,Pending,2025-12-03 19:11:07
AUD301001,T101001,,None,,,Permit Portal,True,2025-11-14 23:24:08,SEN260,Occupied,Review Needed,2025-11-14 23:25:00
AUD301002,T101002,,None,,,Payment Gateway,True,2026-01-20 01:26:42,SEN118,Occupied,Matched,2026-01-20 01:29:26
AUD301003,T101003,,None,,,Payment Gateway,True,2025-11-26 13:32:44,SEN532,Occupied,Pending,2025-11-26 13:33:52
AUD301004,T101004,,None,,,Enforcement App,True,2026-02-24 03:25:26,SEN855,Occupied,Pending,2026-02-24 03:26:56
AUD301005,T101005,,None,,,Enforcement App,True,2025-12-17 17:29:36,SEN123,Occupied,Matched,2025-12-17 17:32:00
AUD301006,T101006,,None,,,Enforcement App,True,2026-01-16 13:45:24,SEN642,Occupied,Matched,2026-01-16 13:47:22
AUD301007,T101007,,None,,,Enforcement App,True,2025-12-07 08:17:12,SEN191,Occupied,Pending,2025-12-07 08:21:14
AUD301008,T101008,,None,,,Permit Portal,True,2025-12-23 00:25:27,SEN912,Vacant,Matched,2025-12-23 00:26:42
AUD301009,T101009,,None,,,Enforcement App,True,2026-01-01 04:31:19,SEN155,Occupied,Matched,2026-01-01 04:32:31
AUD301010,T101010,,None,,,Sensor Network,True,2026-02-07 14:02:08,SEN348,Occupied,Matched,2026-02-07 14:06:08
AUD301011,T101011,,None,,,Sensor Network,True,2025-11-11 01:01:38,SEN402,Occupied,Matched,2025-11-11 01:05:42
AUD301012,T101012,,None,,,Enforcement App,True,2025-11-22 05:01:46,SEN670,Occupied,Matched,2025-11-22 05:04:54
AUD301013,T101013,,None,,,Sensor Network,True,2025-11-04 12:02:06,SEN298,Vacant,Matched,2025-11-04 12:03:25
AUD301014,T101014,,None,,,Permit Portal,True,2025-11-27 22:48:46,SEN318,Occupied,Matched,2025-11-27 22:53:00
AUD301015,T101015,,None,,,Sensor Network,True,2026-01-29 18:55:00,SEN522,Occupied,Matched,2026-01-29 18:58:58
AUD301016,T101016,,None,,,Sensor Network,True,2025-11-14 19:35:07,SEN799,Occupied,Matched,2025-11-14 19:36:23
AUD301017,T101017,,None,,,Sensor Network,True,2025-12-25 02:19:56,SEN557,Occupied,Matched,2025-12-25 02:22:41
AUD301018,T101018,,None,,,Permit Portal,True,2025-11-15 14:39:22,SEN665,Occupied,Review Needed,2025-11-15 14:40:25
